"ensembl"	"external_gene_name"	"Mia_HighGluc_CONT_Rep1"	"Mia_HighGluc_CONT_Rep2"	"Mia_HighGluc_CONT_Rep3"	"Mia_HighGluc_KO_Rep1"	"Mia_HighGluc_KO_Rep2"	"Mia_HighGluc_KO_Rep3"	"Mia_LowGluc_CONT_Rep1"	"Mia_LowGluc_CONT_Rep2"	"Mia_LowGluc_CONT_Rep3"	"Mia_LowGluc_KO_Rep1"	"Mia_LowGluc_KO_Rep2"	"Mia_LowGluc_KO_Rep3"
"ENSG00000259363"	"AC090825.1"	0.65	0.31	0.56	0.48	0.46	1.01	0.86	1.29	1.46	0.34	0.36	0.32
"ENSG00000259364"	"AC013356.3"	0	0.02	0	0	0.07	0.03	0	0	0	0	0.02	0
"ENSG00000259365"	"AC019254.2"	0.03	0	0	0.05	0	0	0	0	0	0	0	0
"ENSG00000259366"	"AC108449.2"	0.35	0.32	0.47	0.52	0.33	0.64	0.4	0.57	0.41	0.36	0.56	0.39
"ENSG00000259367"	"AC087286.2"	0.02	0	0	0	0	0	0.02	0.02	0.02	0.03	0.02	0
"ENSG00000259368"	"AC013356.4"	0	0	0	0	0	0	0	0.1	0	0	0	0
"ENSG00000259369"	"AC009997.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259370"	"AC103740.1"	0.03	0	0	0	0	0	0.03	0	0	0	0	0
"ENSG00000259371"	"AL136295.3"	0.05	0.05	0.05	0	0.03	0	0	0	0	0.03	0.02	0
"ENSG00000259374"	"NDUFB4P11"	0	0.09	0.02	0.18	0	0.06	0.26	0.25	0.1	0.05	0.03	0.01
"ENSG00000259375"	"AC087286.3"	0.05	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259376"	"AC090907.1"	0	0	0	0	0	0	0	0.07	0	0	0	0
"ENSG00000259377"	"AC026770.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259378"	"DCAF13P3"	0.04	0.04	0.08	0.03	0.02	0.05	0.04	0.02	0.04	0.05	0.05	0
"ENSG00000259379"	"MTND5P32"	0	0	0	0	0.01	0	0	0	0	0	0	0
"ENSG00000259380"	"AC087473.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259381"	"AC090695.1"	0.03	0.01	0.09	0.08	0.05	0.07	0.02	0.01	0.01	0.08	0.03	0.05
"ENSG00000259383"	"AC012414.3"	0	0	0	0	0	0	0	0.02	0	0	0	0
"ENSG00000259384"	"GH1"	0	0	0	0	0	0	0.04	0	0	0	0	0
"ENSG00000259385"	"AC066612.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259388"	"AC025040.2"	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.01	0.01
"ENSG00000259389"	"H3F3AP1"	0	0	0.12	0	0.05	0.13	0	0	0	0	0.06	0
"ENSG00000259390"	"AC022196.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259392"	"AC090877.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259393"	"AC025918.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259394"	"AC079328.1"	0.01	0.01	0	0	0	0.01	0.01	0.02	0	0	0.01	0
"ENSG00000259395"	"AC087516.1"	0.02	0.03	0.04	0	0	0	0	0	0	0	0	0
"ENSG00000259396"	"AC087721.1"	0.07	0.07	0.13	0.1	0.09	0.11	0.09	0	0	0.1	0	0.03
"ENSG00000259397"	"AC021231.2"	0.26	0.26	0.25	0.16	0.23	0.18	0.39	0.55	0.61	0.04	0.05	0.09
"ENSG00000259398"	"AC090970.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259399"	"TGIF2-RAB5IF"	0.87	0.98	0.62	0	0	0	0.31	1.35	0.19	0.33	0.33	0.47
"ENSG00000259402"	"AC090515.5"	0.03	0.06	0.03	0	0	0.06	0	0	0.05	0.03	0	0
"ENSG00000259403"	"AC020704.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259404"	"EFL1P1"	0	0	0.01	0	0.01	0	0	0	0.02	0.02	0	0.01
"ENSG00000259405"	"ISCA1P4"	0	0	1.62	0	0	0	0	1.7	0	0	0	0
"ENSG00000259407"	"AC021739.2"	0	0.06	0.05	0.05	0.06	0.09	0.04	0.01	0	0	0.04	0.01
"ENSG00000259408"	"AC010809.2"	0.03	0.05	0.03	0.24	0.14	0.12	0.1	0.2	0.08	0.05	0	0.03
"ENSG00000259409"	"BMF-AS1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259410"	"AC009292.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259411"	"HNRNPA1P45"	0.07	0.11	0.07	0.21	0.09	0.27	0.01	0.01	0.02	0.08	0.08	0.08
"ENSG00000259413"	"AC011270.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259414"	"AC242376.1"	0.85	0.96	1.36	0.69	0.59	0	0.71	0.52	0.62	0.31	0.29	0.3
"ENSG00000259415"	"AC012291.1"	0	0.04	0	0	0	0	0	0	0	0	0	0
"ENSG00000259416"	"AC021739.3"	0	0	0.01	0.03	0.01	0	0.04	0	0	0	0	0
"ENSG00000259417"	"CTXND1"	0	0	0	0	0	0	0.01	0	0	0	0	0
"ENSG00000259418"	"AC091117.2"	0	0	0.03	0.03	0	0.06	0.02	0	0	0	0	0
"ENSG00000259419"	"HNRNPCP3"	0	0.01	0	0	0.01	0	0.06	0.07	0.04	0.03	0.03	0.04
"ENSG00000259420"	"AC046168.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259421"	"AL022318.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259422"	"AC091100.1"	0	0	0	0	0	0.02	0	0.01	0	0	0	0
"ENSG00000259423"	"AC113146.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259424"	"AC118658.1"	0.27	0.18	0.24	0.12	0.11	0.07	0	0	0	0.18	0	0.06
"ENSG00000259425"	"AC011767.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259426"	"AC027237.3"	0.57	0.58	0.55	0.54	0.44	0.49	0.37	0.4	0.65	0.17	0.17	0.25
"ENSG00000259427"	"DPPA5P2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259428"	"HMGB3P26"	0	0	0	0	0	0	0.04	0.03	0.02	0	0	0
"ENSG00000259429"	"UBE2Q2P2"	0.9	0.85	1.13	1.86	1.38	1.62	1.66	1.41	1	1.71	2.17	2.62
"ENSG00000259430"	"CERS3-AS1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259431"	"THTPA"	1.46	1.44	1.34	1.95	2.32	2.37	1.69	2.04	1.9	0.82	0.97	0.89
"ENSG00000259432"	"AC023908.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259433"	"AC051619.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259434"	"AC068875.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259435"	"OR4N3P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259436"	"AC010247.2"	0	0	0	0	0	0	0.02	0.01	0	0	0.01	0
"ENSG00000259437"	"AC093334.1"	0	0	0	0.21	0.04	0.06	0	0.09	0	0.04	0	0
"ENSG00000259438"	"AC090970.2"	0.05	0.07	0.07	0.01	0.04	0.05	0.14	0.11	0.07	0.04	0.01	0.06
"ENSG00000259439"	"LINC01833"	0.49	0.09	0.28	0.3	0.2	0.3	0	0.06	0.1	0.07	0.04	0.18
"ENSG00000259440"	"NPM1P43"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259441"	"MRPL15P1"	0	0.01	0.01	0	0	0	0	0	0	0	0	0
"ENSG00000259442"	"AC105339.3"	0.07	0.12	0.09	0.17	0.08	0.15	0.3	0.18	0.18	0.21	0.19	0.17
"ENSG00000259443"	"AC012414.4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259444"	"AL161669.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259445"	"AC025219.1"	0.03	0	0.03	0	0.03	0	0	0.03	0	0.03	0.03	0.03
"ENSG00000259446"	"AC055874.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259447"	"AC013652.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259448"	"LINC02352"	0.03	0.04	0.08	0.09	0.05	0.04	0.07	0.17	0.12	0.05	0.1	0.05
"ENSG00000259449"	"NIFKP8"	0	0	0	0	0	0	0.05	0	0	0	0	0.01
"ENSG00000259452"	"AC009269.1"	0	0	0.03	0	0	0.04	0	0	0	0	0	0
"ENSG00000259453"	"AC087286.4"	0.02	0.02	0.03	0.02	0	0	0	0.02	0	0	0.02	0.02
"ENSG00000259454"	"WBP1LP5"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259456"	"ADNP-AS1"	0.19	0.24	0.2	0.33	0.22	0.24	0.22	0.28	0.29	0.21	0.16	0.13
"ENSG00000259457"	"AC100826.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259458"	"AC100839.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259459"	"LINC02568"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259460"	"AC078909.1"	0	0.24	0	0	0	0	0	0	0	0.03	0.14	0
"ENSG00000259461"	"ANP32BP3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259462"	"CPEB1-AS1"	0	0.01	0	0	0	0	0	0	0	0	0	0
"ENSG00000259463"	"AC020661.2"	0.05	0	0.04	0	0	0	0.04	0	0	0	0	0
"ENSG00000259464"	"SNRPCP18"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259465"	"AHCYP7"	0	0	0.01	0	0	0	0	0	0	0	0	0
"ENSG00000259466"	"NPM1P47"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259467"	"NDUFAF4P1"	0	0.03	0	0.03	0.03	0.03	0.05	0.03	0	0.06	0.09	0.03
"ENSG00000259468"	"AC079203.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259469"	"AC084757.2"	0.06	0.08	0.03	0	0.07	0.06	0.05	0	0.11	0.11	0	0.03
"ENSG00000259470"	"KRT8P9"	0.04	0.06	0.09	0	0.01	0.02	0.04	0.01	0	0	0.01	0
"ENSG00000259471"	"LINC01169"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259473"	"LINC02205"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259474"	"AC027228.1"	0.07	0.07	0	0	0	0.07	0.06	0.07	0	0	0	0
"ENSG00000259475"	"AC036108.1"	0	0	0	0.02	0	0	0	0	0	0	0	0.03
"ENSG00000259476"	"AC018904.2"	0.12	0.09	0.11	0.19	0.2	0.17	0.13	0.23	0.2	0.13	0.14	0.11
"ENSG00000259477"	"AC012653.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259478"	"AC024651.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259479"	"SORD2P"	4.87	4.99	3.65	3.09	3.67	3.17	3.28	3.52	3.87	3.94	3.73	4.59
"ENSG00000259481"	"AC012404.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259482"	"RORA-AS2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259483"	"AL355073.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259485"	"LINC02253"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259488"	"AC023355.1"	0.15	0.12	0.13	0.13	0.08	0.18	0.22	0.23	0.21	0.08	0.18	0.19
"ENSG00000259489"	"KRT18P47"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259490"	"IGHV3OR15-7"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259493"	"AC023968.2"	0.01	0	0	0	0.01	0	0	0	0	0	0.01	0
"ENSG00000259494"	"MRPL46"	17.14	17.31	14.19	11.35	11.96	12.28	9.61	12.75	12.9	13.07	13.14	13.67
"ENSG00000259495"	"AC016705.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259496"	"AC021818.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259498"	"TPM1-AS"	0.04	0.01	0.06	0.09	0.01	0.03	0.01	0.04	0.05	0.05	0.05	0.04
"ENSG00000259499"	"AC090519.2"	0	0	0.02	0	0	0	0	0	0	0	0	0
"ENSG00000259500"	"KRT8P24"	0	0	0	0	0	0	0.01	0.01	0.01	0	0	0
"ENSG00000259502"	"AL132640.1"	0	0	0.02	0	0.02	0	0	0	0	0.02	0	0
"ENSG00000259503"	"AC048383.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259504"	"AC026992.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259505"	"AC009268.1"	0.02	0.01	0	0	0	0	0.02	0.02	0.02	0	0	0
"ENSG00000259507"	"AC103968.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259508"	"AL132801.1"	0	0	0	0	0	0	0.05	0	0	0	0	0
"ENSG00000259509"	"AC073941.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259511"	"UBE2Q2L"	0.1	0.03	0.12	0.18	0.16	0.3	0.08	0.13	0.03	0.18	0.19	0.09
"ENSG00000259512"	"HNRNPA1P5"	0	0.03	0	0	0	0	0	0	0	0	0	0
"ENSG00000259513"	"CYCSP38"	0	0	0	0	0	0.07	0	0	0	0	0	0.06
"ENSG00000259514"	"AC027243.1"	0.08	0.04	0.02	0.09	0.02	0.08	0	0.08	0	0.05	0.02	0.02
"ENSG00000259515"	"AL117209.1"	0.19	0.16	0.04	0.08	0.13	0.14	0.07	0.02	0.08	0.04	0.02	0.06
"ENSG00000259516"	"ANP32AP1"	0.02	0.02	0.03	0.09	0.01	0.02	0.03	0.02	0.03	0	0	0.02
"ENSG00000259517"	"LINC02169"	0	0	0	0	0.02	0	0	0	0	0	0	0
"ENSG00000259518"	"LINC01583"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259519"	"AC051619.4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259520"	"AC051619.5"	0.05	0.02	0.03	0.07	0.02	0.05	0.02	0.12	0.08	0.02	0.02	0
"ENSG00000259521"	"INO80-AS1"	0	0	0	0	0	0	0.22	0.04	0.04	0	0	0
"ENSG00000259522"	"AL136295.4"	0.13	0.09	0.17	0.15	0.24	0.18	0.13	0.11	0.07	0.06	0.03	0.16
"ENSG00000259523"	"AC022613.2"	0.05	0.13	0.06	0.16	0.06	0.11	0.24	0.21	0.22	0.05	0.07	0.05
"ENSG00000259525"	"GCSHP2"	0	0	0	0	0	0	0.03	0.03	0	0	0	0
"ENSG00000259527"	"LINC00052"	0	0	0	0	0	0	0	0	0	0	0.01	0
"ENSG00000259528"	"AC068397.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259529"	"AL136295.5"	0.37	0.41	0.47	0.57	0.31	0.37	0.15	0.23	0.23	0.16	0.14	0.17
"ENSG00000259530"	"AC104574.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259531"	"AC022306.1"	0.02	0.01	0	0.03	0.01	0.03	0.02	0.02	0.02	0.01	0	0.01
"ENSG00000259532"	"AC009269.2"	0.04	0	0	0	0.03	0	0	0	0.03	0	0	0
"ENSG00000259533"	"AC040958.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259534"	"AC087477.4"	0.03	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259535"	"RPL21P12"	0	0	0	0	0	0	0.03	0	0.03	0	0	0.03
"ENSG00000259536"	"AC091045.1"	0.04	0.16	0.1	0.12	0.04	0.1	0.07	0.05	0.09	0.12	0.17	0.03
"ENSG00000259538"	"UBE2Q2P11"	0.23	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259539"	"AC051619.6"	0.04	0.02	0.02	0.11	0.06	0.09	0.04	0.13	0.13	0.12	0.18	0.04
"ENSG00000259540"	"AC027020.1"	0	0.02	0	0.02	0	0	0	0	0	0	0	0
"ENSG00000259541"	"AP001150.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259542"	"AC087477.5"	0	0	0	0	0	0	0	0	0	0	0	0.03
"ENSG00000259543"	"AC060809.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259544"	"AC021739.4"	0.03	0	0.03	0	0	0	0	0.06	0	0	0.05	0.05
"ENSG00000259545"	"AC013452.1"	0	0.02	0	0.02	0	0.03	0	0.05	0	0	0	0
"ENSG00000259546"	"AC027808.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259547"	"CYCSP2"	0	0.08	0.15	0.07	0	0	0	0	0	0.07	0	0
"ENSG00000259548"	"AC021483.1"	0	0	0	0	0	0.03	0	0	0	0	0	0
"ENSG00000259550"	"HNRNPA1P74"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259551"	"AC048382.4"	0.03	0	0	0.01	0.06	0.01	0.01	0.04	0.01	0	0	0.03
"ENSG00000259553"	"AC140725.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259554"	"AC084882.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259555"	"AC067863.1"	0	0	0	0	0	0	0.01	0.01	0	0.01	0	0
"ENSG00000259556"	"AC090971.3"	0.01	0	0.02	0	0.01	0.04	0.01	0.01	0.02	0.01	0	0
"ENSG00000259557"	"HMGN1P26"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259558"	"MESTP2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259560"	"AC020687.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259561"	"AC079075.1"	0	0	0	0	0	0	0	0	0.03	0	0	0
"ENSG00000259562"	"AC090607.2"	0.25	0.29	0.32	0.51	0.41	0.3	0.19	0.19	0.19	0.21	0.29	0.31
"ENSG00000259563"	"AC025430.1"	0	0	0	0.06	0	0	0	0	0	0	0	0
"ENSG00000259564"	"AC009554.1"	0	0	0	0	0	0.05	0	0	0	0.04	0	0
"ENSG00000259565"	"KRT8P23"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259569"	"AC013489.2"	0	0	0.09	0	0	0	0	0	0	0	0	0
"ENSG00000259570"	"AC243562.1"	0	0	0	0	0	0	0	0	0	0	0.05	0
"ENSG00000259571"	"BLID"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259572"	"LINC01491"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259573"	"NMNAT1P5"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259575"	"AC012404.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259577"	"CERNA1"	0.03	0.04	0.01	0.02	0.02	0.1	0.06	0.06	0.06	0.04	0	0.04
"ENSG00000259579"	"AC087762.1"	0	0	0	0	0.02	0	0	0	0	0.02	0	0
"ENSG00000259580"	"AC023908.2"	0.15	0	0	0.07	0	0	0.03	0	0	0	0	0
"ENSG00000259581"	"TYRO3P"	0.03	0.04	0	0.02	0.04	0.04	0.02	0.04	0.01	0.03	0.01	0.02
"ENSG00000259582"	"AC026523.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259583"	"AC015712.2"	0.51	0.45	0.72	0.9	0.71	1.15	0.3	0.4	0.4	0.45	0.52	0.59
"ENSG00000259584"	"AC021755.2"	0.02	0	0.03	0	0	0	0	0	0	0	0	0
"ENSG00000259585"	"RBM17P4"	0.05	0.08	0.09	0.56	0.38	0.47	0.12	0.05	0.05	0.42	0.41	0.47
"ENSG00000259586"	"AC015712.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259587"	"AC114546.2"	0	0.03	0	0	0	0	0	0.04	0	0	0	0
"ENSG00000259588"	"AC012050.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259589"	"AC073167.1"	0	0.06	0.03	0	0	0	0	0	0	0	0.03	0
"ENSG00000259590"	"AC015660.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259591"	"AC022898.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259592"	"PRELID1P4"	0.26	0.3	0.17	0.29	0.24	0.07	0.58	0.54	0.43	0.17	0.21	0.15
"ENSG00000259593"	"MTND5P40"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259594"	"AC023034.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259595"	"AC025043.1"	0	0	0	0	0	0	0	0	0.03	0	0	0
"ENSG00000259598"	"AC116158.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259600"	"AC066616.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259601"	"AC092079.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259602"	"AC091073.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259603"	"AC016595.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259604"	"AC015712.4"	0	0	0	0	0	0	0.02	0	0.03	0	0	0
"ENSG00000259605"	"AC074212.1"	1.27	1.33	1.26	1.29	0.62	1.56	1.11	1.26	1.16	1.14	1.15	1.27
"ENSG00000259607"	"AC108449.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259608"	"AC104229.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259609"	"AC027807.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259610"	"AC023034.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259611"	"LINC01582"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259612"	"EEF1A1P22"	0.09	0.03	0.1	0.09	0.08	0.15	0.17	0.15	0.11	0.14	0.12	0.17
"ENSG00000259614"	"AC087477.6"	0	0	0	0	0	0.02	0.03	0	0	0	0	0
"ENSG00000259615"	"AC013391.1"	0.04	0.04	0.03	0.07	0	0	0.03	0.08	0.07	0	0.07	0
"ENSG00000259616"	"AC104574.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259617"	"AC020661.3"	0	0	0.03	0	0	0	0.11	0.07	0.03	0.03	0.06	0.03
"ENSG00000259618"	"AC012170.3"	0	0	0	0	0.07	0	0	0	0	0	0	0
"ENSG00000259619"	"AC010867.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259620"	"AC016987.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259621"	"AC069029.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259622"	"AC026956.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259623"	"AC125257.1"	8.15	8.78	6.71	6.54	3.18	7.3	5.27	5.79	6.44	5.09	5.87	6.54
"ENSG00000259624"	"AC009269.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259626"	"MTND3P12"	0	0	0	0	0	0	0	0.07	0	0	0	0
"ENSG00000259627"	"AC079328.2"	0.24	0.36	0.17	0	0	0.26	0	0.14	0.14	0.19	0.05	0.07
"ENSG00000259628"	"AC007000.3"	0	0.02	0	0	0	0	0	0	0	0	0	0
"ENSG00000259630"	"AC104046.1"	0	0	0.17	0	0	0.05	0.08	0.05	0	0.08	0.04	0.08
"ENSG00000259631"	"AC104316.2"	0	0	0	0	0.06	0	0.06	0	0	0.06	0	0.06
"ENSG00000259632"	"AC090971.4"	0	0.01	0.01	0.01	0.01	0.03	0	0.01	0.01	0	0	0.02
"ENSG00000259633"	"UBE2Q2P8"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259635"	"AC100830.1"	0.01	0	0	0.01	0.01	0.02	0.02	0	0.01	0	0	0
"ENSG00000259636"	"AC016987.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259637"	"DNM1P38"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259639"	"AC021351.1"	0	0.02	0	0	0.02	0.05	0	0	0	0.02	0.02	0
"ENSG00000259642"	"ST20-AS1"	0.11	0.21	0.3	0.18	0.16	0.37	0.18	0.31	0.25	0.08	0.2	0.18
"ENSG00000259644"	"AC022613.3"	0.02	0.01	0.02	0.05	0.05	0.02	0.04	0.02	0.01	0.02	0.03	0.03
"ENSG00000259645"	"AC027237.4"	0	0	0	0	0	0	0	0.02	0	0	0	0
"ENSG00000259646"	"AC140725.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259647"	"AC111152.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259648"	"AL132640.2"	0	0	0	0	0	0	0.02	0	0.01	0.01	0	0
"ENSG00000259649"	"AC027808.2"	0	0	0	0.03	0.02	0.03	0.06	0	0	0	0	0
"ENSG00000259650"	"AC068397.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259651"	"MTCO3P23"	0	0	0	0.08	0	0	0	0	0	0	0	0
"ENSG00000259652"	"AC090181.1"	0	0	0.1	0	0	0	0	0	0	0	0	0
"ENSG00000259654"	"AC115102.1"	0.07	0.06	0	0.03	0	0.04	0	0	0.09	0.03	0.03	0.03
"ENSG00000259655"	"AC090825.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259656"	"AC013452.2"	0	0	0	0.02	0.02	0	0.03	0	0	0	0.04	0
"ENSG00000259657"	"PIGHP1"	0.06	0.16	0.23	0.08	0.07	0.17	0.09	0.03	0	0.1	0.1	0.25
"ENSG00000259658"	"AC027559.1"	0.32	0.3	0.33	0.34	0.11	0.05	0.24	0.27	0.31	0.07	0.11	0.1
"ENSG00000259659"	"AC009996.1"	0.09	0.06	0.08	0.19	0.07	0.05	0.09	0.07	0.2	0.04	0.15	0.06
"ENSG00000259660"	"DNM1P47"	0.03	0.02	0.03	0.04	0.03	0.03	0.01	0.01	0.03	0.01	0.01	0.02
"ENSG00000259661"	"AC068831.4"	0	0	0	0	0	0	0	0	0	0	0.34	0
"ENSG00000259663"	"AC010478.1"	0.01	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259664"	"LINC02254"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259665"	"AC021231.3"	0	0	0.1	0.15	0	0	0	0.05	0.1	0	0	0
"ENSG00000259666"	"LINGO1-AS1"	0	0	0	0	0	0	0	0	0	0.06	0	0
"ENSG00000259668"	"AC066613.1"	0.07	0.13	0.04	0.08	0.04	0.2	0.08	0.05	0.03	0.03	0.04	0.09
"ENSG00000259669"	"AC084759.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259670"	"AC012379.1"	0	0	0.05	0	0	0	0	0.05	0	0	0	0
"ENSG00000259671"	"MTCYBP23"	0	0	0	0	0	0	0	0	0.01	0.01	0	0
"ENSG00000259672"	"AC087612.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259673"	"IQCH-AS1"	0.33	0.28	0.21	0.23	0.23	0.31	0.41	0.36	0.34	0.16	0.22	0.29
"ENSG00000259674"	"AC092868.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259675"	"AC018618.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259676"	"AC103982.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259677"	"AC027176.2"	0.17	0.09	0.05	0.1	0.02	0.06	0.05	0.04	0.02	0.07	0.07	0.03
"ENSG00000259678"	"AC066613.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259680"	"AC136428.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259681"	"AC090527.1"	0	0	0	0	0	0	0	0	0	0	0	0
